player,points,rebounds,assists,class
Ike Fontaine,1.8,0.8,0.7,4
Antonis Fotsis,3.9,2.2,0.4,4
Dean Garrett,4.8,5.0,0.6,4
Chris Gatling,10.3,5.3,0.7,1
Matt Geiger,9.2,5.7,0.7,4
Jaren Jackson,5.5,1.8,1.2,4
Trajan Langdon,5.4,1.3,1.3,4
Sam Mack,7.8,2.1,1.3,4
Dan Majerle,11.4,4.5,2.9,1
Derrick McKey,11.0,4.7,2.4,1
Sam Mitchell,8.7,3.7,1.1,4
Hanno Mottola,4.6,2.9,0.5,4
Tyrone Nesby,9.5,3.7,1.5,4
Johnny Newman,11.0,2.2,1.5,1
Mike Penberthy,4.9,1.2,1.3,4
Elliot Perry,6.3,1.4,3.1,4
Terry Porter,12.2,3.0,5.6,3
Eldridge Recasner,5.9,1.8,1.8,4
Norman Richardson,2.7,0.7,0.2,4
Mitch Richmond,21.0,3.9,3.5,0
Isaiah Rider,16.7,3.8,2.7,1
Larry Robinson,4.5,1.9,0.9,4
Carlos Rogers,7.4,4.3,0.6,4
Shawnelle Scott,1.8,2.2,0.2,4
Dickey Simpkins,4.2,3.6,0.9,4
Felton Spencer,5.2,5.4,0.3,4
John Starks,12.5,2.5,3.6,1
Mahmoud Abdul-Rauf,14.6,1.9,3.5,1
David Benoit,7.0,4.0,0.6,4
Muggsy Bogues,7.7,2.6,7.6,3
Etdrick Bohannon,1.4,1.7,0.2,4
Scott Burrell,6.9,3.5,1.4,4
Chris Carr,6.7,2.2,1.0,4
Cedric Ceballos,14.3,5.3,1.2,1
Keith Closs,3.9,2.9,0.3,4
John Coker,1.6,1.2,0.1,4
Tyrone Corbin,9.2,4.7,1.8,4
Bill Curley,2.7,2.0,0.4,4
Kornel David,5.0,2.8,0.6,4
Terry Davis,6.4,6.0,0.6,4
Todd Day,12.3,3.4,1.5,1
Sherman Douglas,11.0,2.2,5.9,3
Tyus Edney,7.6,1.7,4.0,4
Kevin Edwards,10.9,2.7,2.7,1
Mario Elie,8.6,2.8,2.6,4
Sean Elliott,14.2,4.3,2.6,1
Pervis Ellison,9.5,6.7,1.5,4
Todd Fuller,3.7,3.0,0.2,4
Ruben Garces,1.2,2.2,0.4,4
Chris Garner,1.6,0.8,1.4,4
Gary Grant,7.9,2.3,5.5,3
A.C. Green,9.6,7.4,1.1,4
Tom Hammonds,5.3,3.3,0.6,4
Ron Harper,13.8,4.3,3.9,1
Hersey Hawkins,14.7,3.6,2.9,1
Michael Hawkins,1.8,0.9,1.6,4
Chris Herren,3.2,1.0,2.4,4
Sam Jacobson,4.2,1.2,0.5,4
Larry Johnson,16.2,7.5,3.3,1
Garth Joseph,0.5,0.5,0.3,4
Adam Keefe,5.0,4.1,0.7,4
Jerome Kersey,10.3,5.5,1.9,1
Lari Ketner,1.4,1.4,0.1,4
Gerard King,4.5,3.1,0.7,4
Luc Longley,7.2,4.9,1.5,4
Don MacLean,10.9,3.8,1.3,1
Vernon Maxwell,12.8,2.6,3.4,1
Dan McClintock,3.0,2.8,0.2,4
Jim McIlvaine,2.7,3.1,0.3,4
Roshown McLeod,7.2,2.7,1.1,4
Paul McPherson,4.8,1.4,0.7,4
Terry Mills,10.6,5.4,1.3,1
Chris Mullin,18.2,4.1,3.5,1
Andy Panko,0.0,0.0,0.0,4
Will Perdue,4.7,4.9,0.8,4
Sam Perkins,11.9,6.0,1.5,1
Chris Porter,8.6,3.7,1.2,4
Bryant Reeves,12.5,6.9,1.6,1
J.R. Reid,8.5,5.0,1.0,4
Terrance Roberson,0.0,0.3,0.3,4
Jamal Robinson,1.0,1.8,0.3,4
James Robinson,7.6,1.7,1.9,4
Detlef Schrempf,13.9,6.2,3.4,1
Michael Smith,5.6,7.1,1.5,4
Mike Smith,3.0,1.3,0.6,4
Tony Smith,5.5,1.6,1.9,4
Derek Strong,6.8,4.9,0.6,4
Zan Tabak,5.0,3.6,0.7,4
Dragan Tarlac,2.4,2.8,0.7,4
Jamel Thomas,2.5,1.2,0.5,4
Otis Thorpe,14.0,8.2,2.2,1
David Vanterpool,5.5,1.7,3.0,4
Loy Vaught,10.1,7.1,0.9,1
Doug West,9.6,2.5,1.9,4
David Wingate,5.6,1.9,1.9,4
Chris Anstey,5.2,3.4,0.8,4
B.J. Armstrong,9.8,1.8,3.3,4
Anthony Avent,5.6,4.5,0.8,4
Charles Barkley,22.1,11.7,3.9,0
Drew Barry,2.2,1.1,1.9,4
Benoit Benjamin,11.4,7.5,1.3,1
Lazaro Borrell,3.6,2.4,0.6,4
A.J. Bramlett,1.0,2.8,0.0,4
Marcus Brown,3.4,0.8,0.9,4
Michael Cage,7.3,7.6,0.9,4
Antoine Carr,9.3,3.4,1.1,4
Rex Chapman,14.6,2.5,2.7,1
Pete Chilcutt,4.3,3.3,0.8,4
Marty Conlon,6.5,3.5,1.0,4
Terry Cummings,16.4,7.3,1.9,1
Ben Davis,1.4,1.3,0.1,4
Mark Davis,5.5,3.0,1.3,4
Dale Ellis,15.7,3.5,1.4,1
Tony Farmer,5.3,3.2,0.8,4
Armen Gilliam,13.7,6.9,1.2,1
Devin Gray,2.5,1.4,0.3,4
Mark Hendrickson,3.3,2.8,0.6,4
Jeff Hornacek,14.5,3.4,4.9,1
Rick Hughes,3.9,2.3,0.4,4
Randell Jackson,4.1,1.9,0.3,4
DeMarco Johnson,1.2,1.4,0.0,4
Kevin Johnson,17.9,3.3,9.1,3
Charles R. Jones,3.5,1.2,1.6,4
Reggie Jordan,2.7,1.8,1.0,4
Joe Kleine,4.8,4.1,0.6,4
Andrew Lang,6.0,4.8,0.6,4
Antonio Lang,2.3,1.5,0.3,4
Tim Legler,7.0,1.6,1.3,4
Jason Miskiri,0.0,0.0,1.0,4
Eric Murdock,10.1,2.5,4.9,1
Gheorghe Muresan,9.8,6.4,0.5,4
Andrae Patterson,3.0,1.7,0.4,4
Chuck Person,14.7,5.1,2.8,1
Bobby Phills,11.0,3.1,2.7,1
Khalid Reeves,7.8,2.1,3.2,4
Rodrick Rhodes,5.3,1.2,1.7,4
Stanley Roberts,8.5,5.2,0.6,4
Ryan Robertson,5.0,0.0,0.0,4
Dennis Rodman,7.3,13.1,1.8,2
Roy Rogers,4.8,3.5,0.4,4
John Salley,7.0,4.5,1.2,4
Dennis Scott,12.9,2.8,2.1,1
Malik Sealy,10.1,3.2,1.7,1
Rik Smits,14.8,6.1,1.4,1
Ryan Stack,2.3,1.8,0.2,4
Joe Stephens,3.2,2.0,0.5,4
Johnny Taylor,4.7,2.2,0.5,4
Mirsad Turkcan,1.9,1.9,0.3,4
Wayne Turner,1.3,1.0,1.7,4
Fred Vinson,1.3,0.1,0.1,4
Rex Walters,4.6,1.2,1.7,4
Bill Wennington,4.6,3.0,0.6,4
Mark West,5.7,4.9,0.4,4
Lorenzo Williams,3.0,6.3,1.0,4
Dedric Willoughby,7.6,2.0,2.6,4
Haywoode Workman,5.5,2.3,3.9,4
Tim Young,2.2,1.4,0.2,4
Peter Aluma,1.0,1.0,0.0,4
Keith Askins,3.8,2.9,0.8,4
Thurl Bailey,12.8,5.1,1.4,1
Mark Baker,0.0,0.0,0.0,4
Corey Beck,2.7,1.4,1.4,4
Keith Booth,2.9,2.2,0.9,4
Gerald Brown,2.4,0.7,0.9,4
Willie Burton,10.3,2.9,1.2,1
Cory Carr,4.1,1.2,1.6,4
James Cotton,2.6,0.8,0.0,4
William Cunningham,0.6,1.7,0.1,4
Terry Dehere,8.0,1.5,2.6,4
Bison Dele,11.0,6.2,1.1,1
Joe Dumars,16.1,2.2,4.5,1
Blue Edwards,10.8,3.4,2.0,1
Brian Evans,3.7,1.6,0.8,4
Duane Ferrell,6.4,1.9,0.9,4
Marlon Garnett,2.1,0.9,0.8,4
Andrew Gaze,1.7,0.5,0.4,4
Harvey Grant,9.9,4.4,1.6,4
Ed Gray,6.2,1.2,0.8,4
Litterial Green,2.9,0.5,1.2,4
Derek Harper,13.3,2.4,5.5,3
J.R. Henderson,3.2,1.6,0.7,4
Steve Henson,3.1,0.7,2.0,4
Carl Herrera,5.3,3.6,0.6,4
Jerald Honeycutt,5.1,1.9,0.7,4
Eddie Johnson,16.0,4.0,2.1,1
Adonis Jordan,2.1,0.6,2.2,4
Chris King,6.7,3.0,1.1,4
Negele Knight,6.2,1.3,2.8,4
Mark Macon,6.7,1.9,1.7,4
Rick Mahorn,6.9,6.2,1.0,4
Lee Mayberry,5.1,1.3,3.6,4
Kelly McCarty,2.0,1.5,0.0,4
Loren Meyer,4.6,3.4,0.6,4
Marko Milic,2.5,0.7,0.3,4
Greg Minor,6.9,2.7,1.4,4
Chris Morris,11.0,4.7,1.6,1
Charles O'Bannon,2.5,1.4,0.6,4
Jimmy Oliver,4.2,1.0,0.7,4
Shawn Respert,4.9,1.3,1.0,4
Pooh Richardson,11.1,2.8,6.5,3
Eric Riley,3.1,2.6,0.3,4
Dan Schayes,7.7,5.0,1.1,4
Dwayne Schintzius,2.7,2.5,0.4,4
Rony Seikaly,14.7,9.5,1.3,1
Charles Shackleford,5.4,4.8,0.6,4
Jeff Sheppard,2.2,1.2,0.9,4
Alvin Sims,2.8,1.0,1.3,4
David Vaughn,2.9,3.1,0.3,4
Stojko Vrankovic,2.8,3.0,0.3,4
Eric Washington,6.9,2.1,1.0,4
Jamie Watson,3.2,1.5,1.1,4
DeJuan Wheat,3.3,0.7,1.6,4
Tyson Wheeler,4.0,0.0,2.0,4
Dominique Wilkins,24.8,6.7,2.5,0
Gerald Wilkins,13.0,2.9,3.0,1
Herb Williams,10.8,5.9,1.7,1
Hot Rod Williams,11.0,6.8,1.8,1
Jayson Williams,7.3,7.5,0.6,4
Micheal Williams,11.0,2.5,5.8,3
Travis Williams,3.2,2.4,0.5,4
Trevor Winter,0.0,3.0,0.0,4
Joe Wolf,4.2,3.3,1.0,4
Korleone Young,4.3,1.3,0.3,4
Greg Anderson,7.3,6.2,0.6,4
Vincent Askew,7.1,2.5,2.2,4
Anthony Bowie,6.4,2.2,1.8,4
Tim Breaux,2.9,0.9,0.4,4
Scott Brooks,4.9,1.0,2.4,4
Mike Brown,5.0,4.4,0.7,4
Adrian Caldwell,2.0,2.5,0.2,4
Tom Chambers,18.1,6.1,2.1,1
James Collins,2.6,0.6,0.1,4
Lloyd Daniels,7.1,2.2,1.6,4
Yinka Dare,2.1,2.6,0.0,4
Clyde Drexler,20.4,6.1,5.6,0
Tony Dumas,7.3,1.3,1.2,4
Ledell Eackles,10.8,2.2,1.7,1
Harold Ellis,5.8,2.0,0.6,4
Reggie Geary,2.1,0.8,1.1,4
Greg Graham,4.5,1.1,1.0,4
Jeff Grayer,7.4,3.0,1.4,4
Derek Grimm,1.6,0.4,0.0,4
Jack Haley,3.5,2.7,0.2,4
Reggie Hanson,0.8,0.8,0.1,4
Sean Higgins,6.3,1.8,1.0,4
Stephen Howard,2.8,1.4,0.2,4
Bobby Hurley,3.8,1.1,3.3,4
Henry James,6.1,1.5,0.4,4
Charles Jones,2.5,4.5,0.9,4
Dontae' Jones,2.9,0.6,0.3,4
Tim Kempton,4.5,2.8,1.1,4
Priest Lauderdale,3.4,1.9,0.4,4
Alton Lister,6.6,6.3,1.0,4
Brad Lohaus,5.9,2.8,1.1,4
Gerald Madkins,1.7,0.5,1.4,4
Bob McCann,4.2,2.6,0.6,4
Xavier McDaniel,15.6,6.1,2.0,1
Michael McDonald,0.0,1.0,0.0,4
Nate McMillan,5.9,4.0,6.1,3
Lawrence Moten,6.3,1.5,1.5,4
Martin Muursepp,4.7,2.2,0.6,4
Pete Myers,4.8,1.8,2.1,4
Ivano Newbill,1.5,2.6,0.4,4
Jeff Nordgaard,1.4,1.1,0.2,4
Brian Oliver,3.3,1.0,1.0,4
Ricky Pierce,14.9,2.4,1.9,1
Mark Price,15.2,2.6,6.7,3
Chris Robinson,4.6,1.5,1.4,4
Donald Royal,6.3,2.8,1.0,4
Clifford Rozier,4.8,5.2,0.6,4
Kevin Salvadori,1.1,1.2,0.3,4
Shea Seals,1.0,1.0,0.0,4
God Shammgod,3.1,0.4,1.8,4
Kebu Stewart,2.7,2.1,0.1,4
Ed Stokes,0.8,1.0,0.3,4
Carl Thomas,2.9,1.0,0.4,4
Brooks Thompson,4.5,0.9,1.7,4
Spud Webb,9.9,2.1,5.3,3
Bubba Wells,3.3,1.7,0.9,4
Donald Whiteside,2.0,0.4,1.2,4
Buck Williams,12.8,10.0,1.3,1
Dontonio Wingfield,3.7,2.4,0.7,4
Sharone Wright,9.7,5.0,0.6,4
George Zidek,3.4,2.1,0.2,4
Rafael Addison,5.8,2.1,0.9,4
Jerome Allen,2.9,1.1,1.7,4
Derrick Alston,5.4,3.8,0.7,4
Ashraf Amaya,4.5,4.2,0.4,4
Willie Anderson,12.2,3.8,3.8,1
Elmer Bennett,2.3,0.5,1.0,4
Dexter Boney,2.4,0.8,0.0,4
Melvin Booker,5.2,1.2,2.3,4
Donnie Boyce,2.6,0.8,0.5,4
Mark Bradtke,1.6,1.9,0.2,4
Frank Brickowski,10.0,4.7,1.9,4
Jimmy Carruth,1.3,1.0,0.0,4
Randolph Childress,2.4,0.5,1.0,4
Joe Courtney,2.8,1.5,0.3,4
Earl Cureton,5.4,4.7,1.0,4
Sasha Danilovic,12.8,2.4,2.0,1
Dell Demps,3.0,0.5,0.5,4
Aleksandar Djordjevic,3.1,0.6,0.6,4
Greg Dreiling,2.1,2.1,0.4,4
Nate Driggers,2.4,1.5,0.4,4
Kevin Duckworth,11.8,5.8,0.9,1
Acie Earl,5.1,2.7,0.3,4
Craig Ehlo,8.6,3.6,2.8,4
Matt Fish,3.5,2.2,0.5,4
Kevin Gamble,9.5,2.2,2.0,4
Evric Gray,2.6,0.6,0.4,4
Steve Hamer,2.2,1.7,0.2,4
Darrin Hancock,3.5,1.3,0.7,4
Chris Jent,6.2,2.7,1.3,4
Frankie King,2.1,1.2,0.5,4
Jimmy King,4.5,1.8,1.4,4
Stacey King,6.4,3.3,0.9,4
Larry Krystkowiak,8.2,4.9,1.2,4
Eric Leckner,4.1,3.2,0.5,4
Martin Lewis,3.6,1.4,0.3,4
John Long,13.6,2.8,1.9,1
Richard Manning,3.3,1.7,0.2,4
Sarunas Marciulionis,12.8,2.3,2.2,1
Cuonzo Martin,1.3,0.4,0.4,4
Eric Mobley,3.9,3.1,0.5,4
Tracy Moore,7.0,1.5,1.0,4
Ruben Nembhard,4.0,0.8,1.7,4
Gaylon Nickerson,3.8,1.3,0.3,4
Ken Norman,13.5,6.1,2.1,1
Ed O'Bannon,5.0,2.5,0.8,4
Ray Owes,3.1,2.9,0.3,4
Robert Parish,14.5,9.1,1.4,1
Ed Pinckney,6.8,5.0,0.9,4
Dino Radja,16.7,8.4,1.6,1
Fred Roberts,7.3,2.8,1.2,4
Rumeal Robinson,7.6,1.8,3.5,4
Lou Roe,2.0,1.4,0.3,4
Steve Scheffler,1.9,1.0,0.1,4
Brent Scott,1.2,0.6,0.2,4
Byron Scott,14.1,2.8,2.5,1
James Scott,0.1,0.8,0.4,4
Lionel Simmons,12.8,6.2,3.3,1
Charles Smith,14.4,5.8,1.4,1
Kenny Smith,12.8,2.0,5.5,3
Stevin Smith,1.8,1.3,0.5,4
Elmore Spencer,5.9,3.5,0.7,4
Matt Steigenga,1.5,1.5,1.0,4
Larry Stewart,7.4,4.0,1.3,4
Brett Szabo,2.2,2.4,0.2,4
LaSalle Thompson,7.9,6.8,1.2,4
Sedale Threatt,9.8,1.8,3.8,4
Wayman Tisdale,15.3,6.1,1.3,1
Keith Tower,1.8,1.3,0.1,4
Robert Werdann,2.1,1.7,0.2,4
Ennis Whatley,5.6,1.8,4.6,4
Reggie Williams,12.5,4.0,2.5,1
David Wood,3.9,2.4,0.7,4
Michael Adams,14.7,2.9,6.4,3
Stephen Bardo,2.2,1.8,1.3,4
Marques Bragg,2.5,1.5,0.2,4
Junior Burrough,3.1,1.8,0.2,4
Robert Churchwell,1.5,0.8,0.3,4
Charles Claxton,0.7,0.7,0.0,4
Anthony Cook,3.6,3.7,0.3,4
Rastko Cvetkovic,0.7,0.8,0.2,4
Richard Dumas,10.6,3.4,1.1,1
Doug Edwards,2.4,1.8,0.7,4
James Edwards,12.7,5.1,1.3,1
LeRon Ellis,3.0,2.4,0.3,4
Vincenzo Esposito,3.9,0.5,0.8,4
Vern Fleming,11.3,3.4,4.8,1
Sherell Ford,3.2,0.9,0.2,4
Kenny Gattison,7.9,4.7,0.9,4
Gerald Glass,7.7,2.5,1.5,4
Ronnie Grandison,2.4,1.6,0.6,4
Greg Grant,2.8,0.9,2.7,4
Geert Hammink,1.8,0.9,0.3,4
Alvin Heggs,2.0,0.5,0.0,4
Donald Hodge,4.7,3.2,0.8,4
Byron Houston,3.9,3.0,0.5,4
Darryl Johnson,1.1,0.2,0.1,4
Magic Johnson,19.5,7.2,11.2,0
Randolph Keys,5.2,2.3,0.8,4
Jon Koncak,4.5,4.9,1.0,4
Cedric Lewis,1.3,0.7,0.0,4
Jeff Malone,19.0,2.6,2.4,1
Clint McDaniel,2.5,0.8,0.6,4
Harold Miner,9.0,2.2,1.2,4
Todd Mundt,1.1,0.8,0.1,4
Howard Nathan,2.6,0.0,0.4,4
Dan O'Sullivan,1.8,1.4,0.2,4
Mike Peplowski,2.9,2.6,0.4,4
Tim Perry,6.8,4.0,0.9,4
Kevin Pritchard,3.6,1.0,1.6,4
Terrence Rencher,2.9,1.2,1.5,4
Jerry Reynolds,9.1,3.0,2.0,4
Doc Rivers,10.9,3.0,5.7,3
Alvin Robertson,14.0,5.2,5.0,1
Trevor Ruffin,9.2,1.4,2.9,4
Stefano Rusconi,1.1,0.9,0.4,4
Scott Skiles,11.1,2.5,6.5,3
Charles Smith,2.5,1.0,1.6,4
Doug Smith,8.0,4.2,1.4,4
Greg Sutton,4.5,0.9,1.7,4
Larry Sykes,0.0,2.0,0.0,4
Bob Thornton,3.0,2.5,0.3,4
Andy Toolson,2.7,1.2,0.5,4
Jeff Turner,6.0,3.3,1.0,4
Log Vander Velden,0.6,0.4,0.1,4
Jeff Webster,1.6,0.6,0.3,4
Dwayne Whitfield,5.0,3.1,0.3,4
Trevor Wilson,5.7,3.4,1.0,4
Randy Woods,2.4,0.6,1.7,4
Alaa Abdelnaby,5.7,3.3,0.3,4
Danny Ainge,11.5,2.7,4.0,1
John Battle,8.7,1.3,2.1,4
Sergei Bazarevich,3.0,0.7,1.4,4
Tony Bennett,3.5,1.0,2.0,4
James Blackwell,1.4,0.8,0.8,4
Manute Bol,2.6,4.2,0.3,4
Walter Bond,5.7,1.9,1.2,4
Sam Bowie,10.9,7.5,2.1,1
Tony Campbell,11.6,3.1,1.5,1
Bill Cartwright,13.2,6.3,1.4,1
Steve Colter,6.3,2.0,2.8,4
Lester Conner,6.3,2.7,3.9,4
Corey Crowder,2.1,0.8,0.3,4
Johnny Dawkins,11.1,2.5,5.5,3
Tony Dawson,2.8,0.8,0.2,4
James Donaldson,8.6,7.8,0.8,4
Pat Durham,5.0,1.7,0.9,4
Jojo English,3.6,1.1,0.9,4
Sleepy Floyd,12.8,2.6,5.4,3
Alphonso Ford,3.2,1.8,0.9,4
Corey Gaines,3.1,0.9,3.1,4
Winston Garland,9.4,2.8,4.7,4
Tate George,4.2,1.0,1.8,4
Andres Guibert,2.7,2.8,0.5,4
Jerome Harmon,4.6,2.3,1.2,4
Tony Harris,4.9,0.8,0.6,4
Rod Higgins,9.0,3.6,1.6,4
Tom Hovasse,0.0,0.0,0.0,4
Jay Humphries,11.1,2.5,5.5,3
Keith Jennings,6.6,1.5,3.7,4
Askia Jones,4.1,1.0,1.5,4
Rich King,1.9,1.0,0.3,4
Greg Kite,2.5,3.8,0.5,4
Doug Lee,2.3,0.6,0.4,4
Jim Les,3.8,1.2,2.9,4
Cliff Levingston,7.1,5.2,0.9,4
Ryan Lorthridge,7.4,1.9,2.7,4
Moses Malone,20.6,12.2,1.4,0
Bob Martin,2.1,2.2,0.3,4
Darnell Mee,1.9,0.9,0.5,4
Dwayne Morton,4.1,1.4,0.4,4
Julius Nwos,1.3,1.0,0.1,4
Derrick Phelps,0.0,0.0,0.3,4
Kurt Rambis,5.2,5.6,1.1,4
Mark Randall,2.6,1.3,0.4,4
Tree Rollins,5.4,5.8,0.6,4
Chris Smith,5.1,1.3,2.8,4
Michael Smith,5.0,1.5,1.0,4
Aaron Swinson,2.7,0.9,0.3,4
Roy Tarpley,12.6,10.0,1.0,1
Tom Tolbert,6.5,4.0,0.9,4
Anthony Tucker,3.9,2.7,1.1,4
Henry Turner,3.4,1.2,0.4,4
B.J. Tyler,3.5,1.1,3.2,4
Kenny Walker,7.0,4.0,0.7,4
Morlon Wiley,3.7,1.2,2.4,4
John Williams,10.1,5.1,2.9,1
Danny Young,4.6,1.2,2.9,4
Mark Aguirre,20.0,5.0,3.1,1
Gary Alexander,1.7,1.4,0.2,4
Eric Anderson,1.6,1.1,0.2,4
Ron Anderson,10.6,3.5,1.4,1
John Bagley,8.7,2.6,6.0,3
Rolando Blackman,18.0,3.3,3.0,1
Randy Breuer,6.8,4.4,0.9,4
Kevin Brooks,3.3,1.1,0.4,4
Evers Burns,2.4,1.3,0.4,4
Ben Coleman,6.6,4.1,0.6,4
Duane Cooper,2.3,0.7,2.0,4
Chris Corchiani,3.7,1.2,2.2,4
Brad Daugherty,19.0,9.5,3.7,1
Brian Davis,1.9,0.8,0.3,4
Bill Edwards,2.0,4.7,1.3,4
Jim Farmer,5.3,1.4,0.8,4
Tellis Frank,6.5,3.9,1.0,4
Chad Gallagher,3.0,0.0,0.0,4
Mike Gminski,11.7,6.9,1.3,1
Ricky Grace,1.3,0.3,0.3,4
Paul Graham,8.4,2.4,2.0,4
Josh Grant,3.0,1.7,0.5,4
Sean Green,4.2,1.0,0.5,4
Jay Guidinger,1.5,1.5,0.3,4
Scott Haskin,2.0,2.0,0.2,4
Skeeter Henry,1.0,0.5,1.0,4
Tito Horford,1.5,1.3,0.1,4
Stanley Jackson,2.2,1.6,0.9,4
Dave Jamerson,3.4,0.9,0.7,4
Dave Johnson,3.5,1.1,0.3,4
Frank Johnson,8.3,1.7,4.2,4
Alec Kessler,5.2,3.6,0.4,4
Warren Kidd,3.6,3.4,0.3,4
Bill Laimbeer,12.9,9.7,2.0,1
Lafayette Lever,13.9,6.0,6.2,3
Marcus Liberty,7.3,3.5,0.9,4
Todd Lichti,7.9,2.1,1.4,4
Malcolm Mackey,1.5,1.1,0.0,4
Roy Marble,1.9,1.1,0.4,4
Marlon Maxey,4.9,3.7,0.2,4
Darren Morningstar,4.2,3.5,0.7,4
Tod Murphy,5.5,4.9,1.0,4
Jerrod Mustaf,4.0,2.5,0.6,4
Larry Nance,17.1,8.0,2.6,1
Chuck Nevitt,1.6,1.5,0.1,4
Gerald Paddio,5.5,1.4,1.0,4
John Paxson,7.2,1.2,3.6,4
Richard Petruska,2.4,1.4,0.0,4
Labradford Smith,6.7,1.5,2.2,4
Reggie Smith,1.5,1.8,0.1,4
Andre Spencer,7.2,3.2,1.0,4
Isiah Thomas,19.2,3.6,9.3,3
Kevin Thompson,0.9,0.9,0.2,4
Sedric Toney,3.7,0.9,2.1,4
Matt Wenstrom,1.6,1.1,0.0,4
Randy White,7.4,4.9,0.6,4
Corey Williams,2.4,0.9,0.7,4
Kenny Williams,4.8,2.7,0.6,4
Orlando Woolridge,16.0,4.3,1.9,1
James Worthy,17.6,5.1,3.0,1
Luther Wright,1.3,0.7,0.0,4
Mark Acres,3.6,4.1,0.5,4
Kenny Battle,4.7,2.4,0.8,4
William Bedford,4.1,2.4,0.5,4
Alex Blackwell,1.3,0.9,0.3,4
Lance Blanks,2.0,0.8,0.8,4
Ricky Blanton,3.0,1.5,0.5,4
Steve Burtt,5.8,0.9,1.2,4
Dexter Cambridge,7.0,3.2,1.1,4
Terry Catledge,12.7,6.4,0.9,1
Maurice Cheeks,11.1,2.8,6.7,3
Radisav Curcic,2.9,2.5,0.6,4
Mark Eaton,6.0,7.9,1.0,4
Sidney Green,7.5,6.1,0.9,4
Scott Hastings,2.8,2.2,0.5,4
Dave Hoppen,5.0,3.8,0.6,4
Brian Howard,6.0,2.8,0.9,4
Byron Irvin,5.2,1.4,0.8,4
Mike Iuzzolino,9.0,2.0,4.3,4
Buck Johnson,9.1,3.5,1.7,4
Thomas Jordan,11.0,4.8,0.8,1
Bo Kimble,5.5,1.5,0.9,4
Stan Kimbrough,1.6,0.5,0.5,4
Bernard King,22.5,5.8,3.3,0
Bart Kofoed,1.5,0.5,1.0,4
Jerome Lane,5.3,5.8,1.5,4
Reggie Lewis,17.6,4.3,2.6,1
Kevin Lynch,3.3,1.3,1.1,4
Travis Mays,11.1,2.0,2.8,1
Rodney McCray,11.7,6.6,3.6,1
Kevin McHale,17.9,7.3,1.7,1
Isaiah Morris,2.2,0.5,0.2,4
Ed Nealy,2.7,3.3,0.7,4
Melvin Newbern,3.6,1.1,1.7,4
Alan Ogg,2.2,1.7,0.2,4
Matt Othick,2.0,0.5,1.8,4
Walter Palmer,2.1,1.4,0.2,4
Kenny Payne,3.5,1.2,0.4,4
Drazen Petrovic,15.4,2.3,2.4,1
Gary Plummer,4.2,2.4,0.5,4
Paul Pressey,10.6,3.9,5.1,3
Anthony Pullard,2.1,1.0,0.3,4
Blair Rasmussen,9.6,5.7,0.9,4
Delaney Rudd,3.4,0.8,2.2,4
Jeff Ruland,17.4,10.2,3.0,2
Jeff Sanders,2.0,1.9,0.5,4
Mike Sanders,8.0,3.0,1.4,4
Brad Sellers,6.3,2.7,1.1,4
Larry Smith,6.7,9.2,1.1,4
Barry Stevens,1.0,1.0,0.0,4
Alex Stivrins,2.0,1.0,0.2,4
Lamont Strothers,4.6,1.2,1.1,4
Terry Teagle,11.6,2.6,1.4,1
Trent Tucker,8.2,2.0,2.0,4
Kiki Vandeweghe,19.7,3.4,2.1,1
Gundars Vetra,3.5,0.6,0.5,4
Darrell Walker,8.9,4.4,4.6,4
Duane Washington,2.8,1.3,2.1,4
Marcus Webb,4.3,1.1,0.2,4
Eddielee Wilkins,4.8,3.1,0.2,4
Kennard Winchester,3.4,1.1,0.4,4
Howard Wright,3.3,2.5,0.2,4
Michael Ansley,6.9,4.2,0.4,4
Milos Babic,1.8,1.0,0.5,4
Winston Bennett,4.8,3.0,0.9,4
Larry Bird,24.3,10.0,6.3,0
Myron Brown,2.3,0.8,1.5,4
Tony Brown,6.0,2.1,1.6,4
Demetrius Calip,1.6,0.7,1.7,4
Wayne Cooper,7.9,6.2,0.9,4
Tom Copa,1.5,1.1,0.1,4
Lanard Copeland,2.7,0.5,0.4,4
Quintin Dailey,14.1,2.5,2.3,1
Brad Davis,8.2,1.8,4.9,4
Walter Davis,18.9,3.0,3.8,1
Patrick Eddie,1.0,0.3,0.0,4
A.J. English,9.9,2.1,2.1,4
Dave Feitl,4.3,3.0,0.5,4
Anthony Frederick,4.9,1.9,0.9,4
Tom Garrick,5.4,2.0,3.4,4
Dan Godfread,1.2,0.2,0.0,4
Rickey Green,9.4,1.9,5.5,3
Bob Hansen,6.9,2.2,1.6,4
Gerald Henderson,8.9,1.7,3.6,4
Craig Hodges,8.5,1.3,2.5,4
Dennis Hopson,10.9,2.8,1.6,1
Cedric Hunter,0.0,0.0,0.0,4
Les Jepsen,1.0,1.3,0.0,4
Vinnie Johnson,12.0,3.2,3.3,1
Albert King,12.1,4.2,2.2,1
Gary Leonard,1.4,1.1,0.1,4
Tharon Mayes,4.1,0.7,1.5,4
Tim McCormick,8.3,4.9,1.0,4
Carlton McKinney,2.4,1.4,0.8,4
Rodney Monroe,3.4,0.9,0.7,4
John Morton,4.8,1.3,2.7,4
Keith Owens,1.3,0.8,0.2,4
Jim Petersen,6.9,4.8,1.0,4
